Painting,Detected_Objects
577283ceedc2cb3880fbdea4.jpg,"urban area (count=150, max_conf=1.00)"
57727ffeedc2cb3880efda99.jpg,"urban area (count=150, max_conf=1.00)"
5772797dedc2cb3880db5504.jpg,"urban area (count=132, max_conf=1.00); background (count=11, max_conf=1.00); sand (count=1, max_conf=0.87); cage (count=2, max_conf=0.92); dirt (count=1, max_conf=0.67); bush (count=1, max_conf=0.79); gravel (count=1, max_conf=0.83)"
57727c27edc2cb3880e38d0d.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=1.00); sand (count=1, max_conf=0.94)"
57727019edc2cb3880bcf01a.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.84); food (count=1, max_conf=0.53)"
57727071edc2cb3880be3253.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.97)"
577276e9edc2cb3880d31a1d.jpg,"urban area (count=140, max_conf=1.00); background (count=10, max_conf=1.00)"
57727e3bedc2cb3880ea4d14.jpg,"urban area (count=137, max_conf=1.00); desk (count=4, max_conf=0.77); background (count=4, max_conf=1.00); door (count=3, max_conf=1.00)"
57727cb7edc2cb3880e55d8f.jpg,"urban area (count=143, max_conf=1.00); background (count=5, max_conf=0.99); blanket (count=2, max_conf=1.00)"
5772877cedc2cb38800756b7.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.61); blinds (count=1, max_conf=0.60)"
57728649edc2cb388003a7a7.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
577281caedc2cb3880f59ae8.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.99); cloud (count=1, max_conf=0.83)"
577284aeedc2cb3880fe8c67.jpg,"background (count=17, max_conf=0.99); urban area (count=131, max_conf=1.00); sink (count=1, max_conf=0.85); cloud (count=1, max_conf=0.50)"
57728395edc2cb3880fb352c.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.94)"
57727d75edc2cb3880e7cd7e.jpg,"urban area (count=144, max_conf=1.00); refrigerator (count=2, max_conf=0.88); background (count=1, max_conf=0.95)"
577288e6edc2cb38800bec9c.jpg,"urban area (count=148, max_conf=1.00); door (count=1, max_conf=0.97)"
57726ea9edc2cb3880b7ee15.jpg,"urban area (count=143, max_conf=1.00); dirt (count=1, max_conf=0.56); background (count=2, max_conf=1.00); building (count=2, max_conf=0.94); bookshelf (count=1, max_conf=0.90); cage (count=1, max_conf=0.61)"
57727e85edc2cb3880eb1121.jpg,"urban area (count=143, max_conf=1.00); dirt (count=1, max_conf=0.94); background (count=4, max_conf=0.97); blanket (count=1, max_conf=0.78); bush (count=1, max_conf=0.98)"
577287d9edc2cb3880089557.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); flooring (count=1, max_conf=0.77)"
577275a5edc2cb3880cece06.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); bush (count=1, max_conf=0.99)"
5772839bedc2cb3880fb3e11.jpg,"urban area (count=150, max_conf=1.00)"
577271fcedc2cb3880c381da.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.99); food (count=1, max_conf=0.98); door (count=1, max_conf=0.88)"
5772867bedc2cb388004473a.jpg,"background (count=3, max_conf=0.80); urban area (count=146, max_conf=1.00); bush (count=1, max_conf=0.98)"
57727015edc2cb3880bcea64.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); gravel (count=1, max_conf=0.95)"
57727a9bedc2cb3880df1a3d.jpg,"urban area (count=129, max_conf=1.00); rail track (count=7, max_conf=0.98); background (count=3, max_conf=1.00); blanket (count=3, max_conf=1.00); bridge (count=3, max_conf=0.97); cage (count=1, max_conf=0.89); gravel (count=2, max_conf=1.00); shelves (count=1, max_conf=0.98)"
57728a95edc2cb388011982a.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); desk (count=1, max_conf=0.96)"
57726f73edc2cb3880ba9ed3.jpg,"urban area (count=149, max_conf=1.00); grass (count=1, max_conf=0.87)"
5772847bedc2cb3880fdede7.jpg,"urban area (count=132, max_conf=1.00); door (count=10, max_conf=0.99); background (count=8, max_conf=0.90)"
57727c95edc2cb3880e4d1d4.jpg,"urban area (count=145, max_conf=1.00); background (count=5, max_conf=1.00)"
57727aabedc2cb3880df2ec9.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.85); blinds (count=1, max_conf=1.00)"
5954fa34edc2c93644c3915a.jpg,"urban area (count=139, max_conf=1.00); toilet (count=6, max_conf=1.00); background (count=5, max_conf=1.00)"
577284fbedc2cb3880ffaa84.jpg,"urban area (count=149, max_conf=1.00); desk (count=1, max_conf=0.87)"
5772845eedc2cb3880fdbf39.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.94); bush (count=1, max_conf=0.69); dirt (count=1, max_conf=0.51)"
57728a95edc2cb388011984c.jpg,"urban area (count=140, max_conf=1.00); gravel (count=2, max_conf=0.98); cage (count=2, max_conf=0.75); background (count=4, max_conf=1.00); rail track (count=1, max_conf=0.81); blinds (count=1, max_conf=0.98)"
57726f11edc2cb3880b94cf6.jpg,"urban area (count=141, max_conf=1.00); refrigerator (count=5, max_conf=1.00); background (count=4, max_conf=1.00)"
577280d9edc2cb3880f284d2.jpg,"urban area (count=150, max_conf=1.00)"
577270e8edc2cb3880bfa395.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.69)"
57728aceedc2cb388012484b.jpg,"urban area (count=141, max_conf=1.00); door (count=8, max_conf=1.00)"
5772820aedc2cb3880f647bc.jpg,"urban area (count=148, max_conf=1.00); hill (count=1, max_conf=0.68); shelves (count=1, max_conf=0.61)"
577286ceedc2cb3880056e67.jpg,"urban area (count=149, max_conf=1.00); cardboard (count=1, max_conf=0.61)"
57726e40edc2cb3880b690dd.jpg,"urban area (count=146, max_conf=1.00); background (count=1, max_conf=0.99); hill (count=1, max_conf=0.98); food (count=2, max_conf=1.00)"
57726efaedc2cb3880b92a04.jpg,"urban area (count=138, max_conf=1.00); rail track (count=7, max_conf=1.00); background (count=3, max_conf=1.00); bridge (count=2, max_conf=0.99)"
57726f0cedc2cb3880b945a5.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=1.00); blanket (count=1, max_conf=0.93)"
577287c8edc2cb388008249b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.96)"
5772832fedc2cb3880fa0ccf.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); dirt (count=1, max_conf=0.68); rail track (count=1, max_conf=0.94)"
5772848cedc2cb3880fe5c3f.jpg,"urban area (count=137, max_conf=1.00); background (count=12, max_conf=0.96); sink (count=1, max_conf=0.58)"
57727904edc2cb3880d9e27e.jpg,"urban area (count=139, max_conf=1.00); background (count=8, max_conf=1.00); desk (count=2, max_conf=1.00); food (count=1, max_conf=0.55)"
57726f4eedc2cb3880ba09ad.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); refrigerator (count=1, max_conf=1.00)"
57728a18edc2cb38800fd52d.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
577289e5edc2cb38800f30df.jpg,"urban area (count=147, max_conf=1.00); door (count=2, max_conf=0.98); bed (count=1, max_conf=0.99)"
57727903edc2cb3880d9e116.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.98); hill (count=1, max_conf=0.81); cage (count=1, max_conf=0.84)"
57727e80edc2cb3880eb08c6.jpg,"urban area (count=149, max_conf=1.00); food (count=1, max_conf=0.68)"
577280f3edc2cb3880f30270.jpg,"urban area (count=150, max_conf=1.00)"
57727f46edc2cb3880ed8224.jpg,"urban area (count=148, max_conf=1.00); desk (count=2, max_conf=1.00)"
57727150edc2cb3880c106e2.jpg,"urban area (count=130, max_conf=1.00); background (count=18, max_conf=1.00); cabinet (count=1, max_conf=0.68); refrigerator (count=1, max_conf=0.71)"
5772785dedc2cb3880d787c9.jpg,"urban area (count=150, max_conf=1.00)"
577270e9edc2cb3880bfa495.jpg,"urban area (count=150, max_conf=1.00)"
57727ee6edc2cb3880ec4ed4.jpg,"urban area (count=150, max_conf=1.00)"
57728267edc2cb3880f77edd.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); cloth (count=1, max_conf=0.80); flower (count=1, max_conf=0.77)"
5772837eedc2cb3880fabd62.jpg,"urban area (count=146, max_conf=1.00); door (count=2, max_conf=0.75); background (count=2, max_conf=1.00)"
577284e2edc2cb3880ff2f1e.jpg,"urban area (count=150, max_conf=1.00)"
5772774fedc2cb3880d4590b.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=0.98); refrigerator (count=1, max_conf=0.96)"
57728401edc2cb3880fc8413.jpg,"urban area (count=143, max_conf=1.00); flooring (count=2, max_conf=1.00); background (count=4, max_conf=1.00); sidewalk (count=1, max_conf=0.64)"
58666b64edc2cd757c151ce3.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.52)"
57727fb9edc2cb3880eecc71.jpg,"urban area (count=150, max_conf=1.00)"
57728a68edc2cb388010f905.jpg,"urban area (count=126, max_conf=0.99); road marking (count=3, max_conf=0.57); rail track (count=4, max_conf=0.97); background (count=8, max_conf=1.00); bridge (count=2, max_conf=0.76); pavement (count=4, max_conf=0.97); cage (count=1, max_conf=0.99); gravel (count=1, max_conf=0.94)"
5772843bedc2cb3880fd334d.jpg,"urban area (count=150, max_conf=1.00)"
577288a6edc2cb38800b2f89.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
577281c5edc2cb3880f593fe.jpg,"urban area (count=145, max_conf=1.00); refrigerator (count=3, max_conf=1.00); background (count=2, max_conf=1.00)"
57727e10edc2cb3880e9b01b.jpg,"urban area (count=150, max_conf=1.00)"
57726eceedc2cb3880b885df.jpg,"urban area (count=146, max_conf=1.00); bush (count=2, max_conf=0.87); background (count=2, max_conf=0.86)"
5772886dedc2cb38800a8370.jpg,"urban area (count=143, max_conf=1.00); food (count=1, max_conf=0.54); background (count=2, max_conf=1.00); building (count=4, max_conf=0.99)"
57a2eedaedc2c92150bf041e.jpg,"urban area (count=148, max_conf=1.00); grass (count=2, max_conf=0.73)"
5772839bedc2cb3880fb3e71.jpg,"urban area (count=150, max_conf=1.00)"
577273c5edc2cb3880c9c27d.jpg,"urban area (count=150, max_conf=1.00)"
57727e14edc2cb3880e9b665.jpg,"urban area (count=148, max_conf=1.00); traffic light (count=2, max_conf=0.98)"
5772850bedc2cb3880ffc327.jpg,"urban area (count=137, max_conf=1.00); background (count=9, max_conf=0.97); sink (count=3, max_conf=0.97); dirt (count=1, max_conf=0.53)"
5772700eedc2cb3880bc828e.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); fence (count=1, max_conf=0.75)"
57728230edc2cb3880f6d38d.jpg,"urban area (count=149, max_conf=1.00); gravel (count=1, max_conf=1.00)"
57727d76edc2cb3880e7cdae.jpg,"urban area (count=126, max_conf=1.00); background (count=21, max_conf=1.00); desk (count=3, max_conf=0.74)"
5772831cedc2cb3880f9efa3.jpg,"urban area (count=147, max_conf=1.00); background (count=3, max_conf=0.64)"
57726f58edc2cb3880ba7503.jpg,"urban area (count=128, max_conf=1.00); background (count=19, max_conf=1.00); rail track (count=1, max_conf=0.82); mountain (count=1, max_conf=0.77)"
57727f06edc2cb3880ecd324.jpg,"urban area (count=150, max_conf=1.00)"
57727bb9edc2cb3880e243c5.jpg,"urban area (count=137, max_conf=1.00); toilet (count=12, max_conf=1.00); background (count=1, max_conf=1.00)"
57727028edc2cb3880bd06da.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.99)"
57727e33edc2cb3880ea40a9.jpg,"urban area (count=142, max_conf=1.00); background (count=5, max_conf=1.00); flooring (count=1, max_conf=0.75); dirt (count=1, max_conf=0.66); pavement (count=1, max_conf=0.72)"
57726efeedc2cb3880b92f28.jpg,"urban area (count=144, max_conf=1.00); door (count=2, max_conf=0.57); background (count=3, max_conf=0.85); desk (count=1, max_conf=0.52)"
57727268edc2cb3880c4e163.jpg,"urban area (count=144, max_conf=1.00); background (count=6, max_conf=0.99)"
57726e47edc2cb3880b699f7.jpg,"urban area (count=150, max_conf=1.00)"
577284a3edc2cb3880fe7a97.jpg,"urban area (count=150, max_conf=1.00)"
57728400edc2cb3880fc8383.jpg,"urban area (count=143, max_conf=1.00); background (count=4, max_conf=1.00); blanket (count=1, max_conf=0.94); flooring (count=1, max_conf=0.94); sidewalk (count=1, max_conf=0.96)"
57726e21edc2cb3880b603e5.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.58)"
5772850aedc2cb3880ffc307.jpg,"urban area (count=128, max_conf=1.00); background (count=20, max_conf=1.00); refrigerator (count=1, max_conf=0.73)"
577288e7edc2cb38800becfc.jpg,"urban area (count=132, max_conf=1.00); toilet (count=16, max_conf=0.99); background (count=2, max_conf=1.00)"
57728400edc2cb3880fc83f3.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=1.00); sidewalk (count=1, max_conf=0.87); road (count=1, max_conf=0.85)"
57727d39edc2cb3880e71c30.jpg,"urban area (count=148, max_conf=1.00); food (count=1, max_conf=0.98); flower (count=1, max_conf=0.81)"
577282e6edc2cb3880f940ae.jpg,"urban area (count=131, max_conf=1.00); background (count=16, max_conf=1.00); door (count=2, max_conf=1.00); road (count=1, max_conf=0.72)"
57728503edc2cb3880ffb886.jpg,"urban area (count=150, max_conf=1.00)"
57727fa9edc2cb3880eeb594.jpg,"urban area (count=149, max_conf=1.00); refrigerator (count=1, max_conf=0.77)"
57727631edc2cb3880d0ae32.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=1.00); hill (count=1, max_conf=0.90)"
57728568edc2cb388000ff60.jpg,"urban area (count=142, max_conf=1.00); shower curtain (count=7, max_conf=0.96)"
577287ccedc2cb3880082b03.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=1.00)"
57726f3bedc2cb3880b9ebb5.jpg,"urban area (count=142, max_conf=1.00); background (count=6, max_conf=1.00); bush (count=1, max_conf=0.70); gravel (count=1, max_conf=0.91)"
577281c5edc2cb3880f5948e.jpg,"urban area (count=120, max_conf=0.99); background (count=17, max_conf=1.00); curtain (count=3, max_conf=0.99); door (count=7, max_conf=0.98); refrigerator (count=1, max_conf=1.00)"
5772823dedc2cb3880f6e971.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.98); flooring (count=1, max_conf=0.71); shelves (count=1, max_conf=0.97)"
57727e80edc2cb3880eb0886.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.99); grass (count=1, max_conf=0.75)"
57728a12edc2cb38800fcb30.jpg,"urban area (count=146, max_conf=1.00); background (count=4, max_conf=0.98)"
57727e83edc2cb3880eb0dab.jpg,"urban area (count=124, max_conf=1.00); background (count=23, max_conf=1.00); sink (count=2, max_conf=0.85)"
57728966edc2cb38800dbb58.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=1.00); branch (count=1, max_conf=0.98)"
57728a11edc2cb38800fca90.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.92)"
57726f08edc2cb3880b94016.jpg,"urban area (count=135, max_conf=1.00); background (count=10, max_conf=1.00); desk (count=3, max_conf=0.99); blanket (count=1, max_conf=0.96); toilet (count=1, max_conf=0.67)"
57728497edc2cb3880fe6b71.jpg,"urban area (count=149, max_conf=1.00); curtain (count=1, max_conf=0.98)"
5772721eedc2cb3880c413e6.jpg,"urban area (count=149, max_conf=1.00); fence (count=1, max_conf=1.00)"
57728143edc2cb3880f3d271.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57726f0bedc2cb3880b94407.jpg,"urban area (count=146, max_conf=1.00); blanket (count=1, max_conf=0.96); background (count=1, max_conf=1.00); bush (count=1, max_conf=0.97); curtain (count=1, max_conf=0.98)"
577281f4edc2cb3880f62403.jpg,"urban area (count=148, max_conf=1.00); lake (count=2, max_conf=0.88)"
5772832eedc2cb3880fa0b8f.jpg,"urban area (count=148, max_conf=1.00); blanket (count=1, max_conf=1.00); background (count=1, max_conf=0.99)"
5772838eedc2cb3880fb292b.jpg,"urban area (count=141, max_conf=1.00); desk (count=9, max_conf=0.95)"
57726e52edc2cb3880b6ab5a.jpg,"urban area (count=146, max_conf=1.00); lake (count=1, max_conf=1.00); desk (count=2, max_conf=0.87)"
577272d6edc2cb3880c69b39.jpg,"urban area (count=150, max_conf=1.00)"
57728401edc2cb3880fc8423.jpg,"urban area (count=139, max_conf=1.00); rail track (count=5, max_conf=0.99); background (count=2, max_conf=1.00); cage (count=1, max_conf=0.88); hill (count=3, max_conf=1.00)"
577287c4edc2cb3880081e0b.jpg,"urban area (count=149, max_conf=1.00); grass (count=1, max_conf=0.91)"
5772764fedc2cb3880d1344d.jpg,"urban area (count=150, max_conf=1.00)"
577287c8edc2cb388008243b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57726f34edc2cb3880b9e103.jpg,"urban area (count=148, max_conf=1.00); blanket (count=1, max_conf=0.82); background (count=1, max_conf=0.99)"
57726f2aedc2cb3880b9cf97.jpg,"urban area (count=150, max_conf=1.00)"
57728224edc2cb3880f6c009.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.84)"
57728985edc2cb38800de8f6.jpg,"urban area (count=150, max_conf=1.00)"
577288e7edc2cb38800beddc.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); toilet (count=2, max_conf=1.00)"
57728984edc2cb38800de854.jpg,"urban area (count=141, max_conf=1.00); building (count=2, max_conf=0.67); background (count=3, max_conf=1.00); blanket (count=1, max_conf=0.98); rail track (count=1, max_conf=0.57); gravel (count=2, max_conf=1.00)"
57728629edc2cb388003753f.jpg,"urban area (count=150, max_conf=1.00)"
57728a95edc2cb388011985c.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.86); sidewalk (count=1, max_conf=0.99)"
57727e17edc2cb3880e9ba8b.jpg,"urban area (count=149, max_conf=1.00); desk (count=1, max_conf=1.00)"
57727145edc2cb3880c0f349.jpg,"urban area (count=149, max_conf=1.00); blanket (count=1, max_conf=1.00)"
57727c76edc2cb3880e4a474.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
57727ea3edc2cb3880eb95a5.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57728560edc2cb388000f134.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57727f92edc2cb3880ee38dc.jpg,"urban area (count=149, max_conf=1.00); gravel (count=1, max_conf=0.90)"
577286ddedc2cb38800581b2.jpg,"urban area (count=149, max_conf=1.00); cage (count=1, max_conf=0.86)"
577284dcedc2cb3880ff2574.jpg,"urban area (count=145, max_conf=1.00); rail track (count=1, max_conf=0.64); blanket (count=1, max_conf=0.90); background (count=2, max_conf=1.00); gravel (count=1, max_conf=0.98)"
57726f4fedc2cb3880ba0b6d.jpg,"urban area (count=149, max_conf=1.00)"
5772819cedc2cb3880f501c7.jpg,"urban area (count=148, max_conf=1.00); flooring (count=1, max_conf=1.00); pavement (count=1, max_conf=0.51)"
5772836fedc2cb3880faa6de.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.99); grass (count=1, max_conf=0.96)"
57728649edc2cb388003a6e7.jpg,"urban area (count=147, max_conf=1.00); sidewalk (count=2, max_conf=0.96); background (count=1, max_conf=1.00)"
577287c9edc2cb38800826ad.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.99); dirt (count=2, max_conf=0.92)"
57726f2cedc2cb3880b9d434.jpg,"urban area (count=147, max_conf=1.00); background (count=3, max_conf=0.99)"
57726e1bedc2cb3880b5f917.jpg,"urban area (count=142, max_conf=1.00); blanket (count=3, max_conf=0.94); background (count=4, max_conf=1.00); branch (count=1, max_conf=0.65)"
5772779bedc2cb3880d4fdef.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.79)"
57727c82edc2cb3880e4b543.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=0.96); bush (count=1, max_conf=0.52)"
577281c3edc2cb3880f59030.jpg,"urban area (count=146, max_conf=1.00); background (count=1, max_conf=1.00); desk (count=2, max_conf=0.59); rail track (count=1, max_conf=0.84)"
59db4dcbedc2c9f0102204c6.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.63); banner (count=2, max_conf=0.93)"
57727048edc2cb3880bd965a.jpg,"urban area (count=145, max_conf=1.00); background (count=1, max_conf=0.53); desk (count=1, max_conf=0.72)"
57728883edc2cb38800aa71b.jpg,"urban area (count=150, max_conf=1.00)"
57726f56edc2cb3880ba7233.jpg,"urban area (count=130, max_conf=1.00); background (count=18, max_conf=1.00); refrigerator (count=2, max_conf=1.00)"
57727bbdedc2cb3880e24a5b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
5772857eedc2cb3880012064.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57726e2fedc2cb3880b61b5c.jpg,"urban area (count=150, max_conf=1.00)"
577276beedc2cb3880d28442.jpg,"urban area (count=127, max_conf=1.00); background (count=9, max_conf=0.99); door (count=14, max_conf=0.94)"
57727698edc2cb3880d1f709.jpg,"urban area (count=150, max_conf=1.00)"
57727ec7edc2cb3880ec220c.jpg,"urban area (count=150, max_conf=1.00)"
5772857bedc2cb3880011b60.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
577278aeedc2cb3880d8b054.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); sidewalk (count=1, max_conf=1.00)"
57728984edc2cb38800de874.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); food (count=1, max_conf=0.99)"
5772883dedc2cb388009e34d.jpg,"urban area (count=149, max_conf=1.00)"
57728136edc2cb3880f3bbf5.jpg,"urban area (count=150, max_conf=1.00)"
577284fcedc2cb3880ffab64.jpg,"urban area (count=149, max_conf=1.00); house (count=1, max_conf=0.52)"
57727dd0edc2cb3880e90169.jpg,"urban area (count=149, max_conf=1.00); cage (count=1, max_conf=0.76)"
577288e3edc2cb38800be672.jpg,"urban area (count=150, max_conf=1.00)"
57728380edc2cb3880fabf99.jpg,"urban area (count=139, max_conf=1.00); hill (count=1, max_conf=0.92); background (count=2, max_conf=0.99); blanket (count=2, max_conf=0.99); cage (count=2, max_conf=0.82); sand (count=2, max_conf=0.91); curtain (count=1, max_conf=1.00)"
57727592edc2cb3880ceb105.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); sidewalk (count=1, max_conf=0.97)"
57728604edc2cb388002e748.jpg,"urban area (count=102, max_conf=0.99); background (count=29, max_conf=0.99); blinds (count=5, max_conf=0.91); cage (count=2, max_conf=0.90); road marking (count=2, max_conf=0.86); building (count=1, max_conf=0.80); flooring (count=1, max_conf=1.00); gravel (count=1, max_conf=0.99); sidewalk (count=5, max_conf=0.93); blanket (count=1, max_conf=0.63)"
57728a67edc2cb388010f875.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=1.00)"
577281a7edc2cb3880f5136e.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); bush (count=2, max_conf=0.95)"
57726f0dedc2cb3880b94705.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=0.95); desk (count=1, max_conf=0.89)"
57728a63edc2cb388010f269.jpg,"urban area (count=149, max_conf=1.00); toilet (count=1, max_conf=0.57)"
577286c8edc2cb38800564d4.jpg,"urban area (count=150, max_conf=1.00)"
57728a66edc2cb388010f677.jpg,"urban area (count=134, max_conf=1.00); toilet (count=7, max_conf=0.96); background (count=7, max_conf=0.98)"
59b2901eedc2caeb043310e0.jpg,"urban area (count=128, max_conf=1.00); background (count=19, max_conf=1.00); desk (count=3, max_conf=0.98)"
57727c5cedc2cb3880e42c1c.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57727fabedc2cb3880eeb83a.jpg,"urban area (count=150, max_conf=1.00)"
57727027edc2cb3880bd05ca.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00)"
57728503edc2cb3880ffb7c6.jpg,"urban area (count=140, max_conf=1.00); dirt (count=2, max_conf=0.96); background (count=3, max_conf=1.00); blanket (count=2, max_conf=0.96); cage (count=1, max_conf=0.96); hill (count=2, max_conf=1.00)"
57726e19edc2cb3880b5f5e5.jpg,"urban area (count=149, max_conf=1.00); shelves (count=1, max_conf=0.63)"
57726f76edc2cb3880baa425.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=0.97); cage (count=1, max_conf=0.73)"
577276f0edc2cb3880d32513.jpg,"background (count=10, max_conf=0.91); urban area (count=133, max_conf=1.00); door (count=7, max_conf=0.99)"
57727ca2edc2cb3880e53ccb.jpg,"urban area (count=144, max_conf=1.00); food (count=1, max_conf=0.93); background (count=4, max_conf=0.90); curtain (count=1, max_conf=0.90)"
577284e2edc2cb3880ff2f7e.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57727684edc2cb3880d1d7e4.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.92); toilet (count=1, max_conf=0.65); hill (count=1, max_conf=0.67)"
577278deedc2cb3880d94eb0.jpg,"urban area (count=147, max_conf=1.00); blanket (count=1, max_conf=0.99); background (count=2, max_conf=0.99)"
57728a65edc2cb388010f4e4.jpg,"urban area (count=148, max_conf=1.00); refrigerator (count=2, max_conf=1.00)"
57728619edc2cb388003099d.jpg,"urban area (count=140, max_conf=1.00); background (count=2, max_conf=0.82); toilet (count=3, max_conf=0.83)"
577278e2edc2cb3880d95572.jpg,"urban area (count=150, max_conf=1.00)"
589c5342edc2cd40d4ab5509.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); pavement (count=1, max_conf=0.76)"
57726e81edc2cb3880b74f34.jpg,"urban area (count=148, max_conf=1.00); grass (count=2, max_conf=0.96)"
577288c2edc2cb38800b5c2c.jpg,"urban area (count=124, max_conf=0.99); background (count=11, max_conf=1.00); door (count=14, max_conf=1.00); desk (count=1, max_conf=0.85)"
57728194edc2cb3880f4f59d.jpg,"urban area (count=150, max_conf=1.00)"
57728413edc2cb3880fca0e6.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.76)"
577284e0edc2cb3880ff2bea.jpg,"urban area (count=150, max_conf=1.00)"
57728225edc2cb3880f6c13b.jpg,"urban area (count=150, max_conf=1.00)"
577280e3edc2cb3880f29328.jpg,"urban area (count=147, max_conf=1.00); background (count=3, max_conf=0.98)"
57727fbcedc2cb3880eed167.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); pavement (count=1, max_conf=0.92); road marking (count=1, max_conf=0.97)"
57728706edc2cb388006142d.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.95)"
5772883dedc2cb388009e2fd.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.96)"
58667c95edc2cd757c430d46.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57727e13edc2cb3880e9b46d.jpg,"urban area (count=149, max_conf=1.00); lake (count=1, max_conf=0.89)"
5772831eedc2cb3880f9f1b7.jpg,"urban area (count=149, max_conf=1.00); door (count=1, max_conf=0.82)"
